鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
平鎮區,房地(土地+建物),桃園市平鎮區陸橋南路９３巷１弄２０號,79.83,,鄉村區,乙種建築用地,1130124,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0671207,85.6,4,1,3,有,無,4000000,46729,,0.0,0,急買急賣；,RPPNMLRJKHJGFGH58EA,85.6,0.0,0.0,無,
桃園區,房地(土地+建物)+車位,桃園市桃園區新埔七街１６２號三樓,18.41,住,,,1130106,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840413,102.13,3,2,1,有,無,9500000,93019,坡道平面,0.0,0,陽台外推其他增建；,RPSOMLRKJHJGFAH28DA,71.04,0.0,9.52,有,034
桃園區,建物,桃園市桃園區同安街１９８號,0.0,,,,1130129,土地0建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0750628,147.47,4,2,4,有,無,2450000,16614,,0.0,0,建物坐落地號：同安段1414-1地號；親友、員工、共有人或其他特殊關係間之交易；,RPVNMLRJKHJGFAH48DA,137.87,2.4,7.2,無,035
桃園區,土地,中路段1874-38地號,103.77,都市：其他:道路用地,,,1130125,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10192291,98220,,0.0,0,協議價購；,RPPNMLLKKHJGFAH37DA,0.0,0.0,0.0,無,036
桃園區,土地,中路段1878-107地號,131.33,都市：其他:農業區,,,1130125,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7449227,56721,,0.0,0,協議價購；,RPQNMLLKKHJGFAH47DA,0.0,0.0,0.0,無,037
桃園區,土地,中路段1878-107地號,65.67,都市：其他:農業區,,,1130125,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3724613,56717,,0.0,0,協議價購；,RPRNMLLKKHJGFAH57DA,0.0,0.0,0.0,無,037
桃園區,土地,中路段1878-108地號,12.16,都市：其他:道路用地,,,1130125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,689847,56731,,0.0,0,協議價購；,RPSNMLLKKHJGFAH67DA,0.0,0.0,0.0,無,039
桃園區,土地,國際段71-5地號,226.25,,,,1130125,土地10建物0車位0,,,其他,,,,0.0,0,0,0,無,無,12832713,56719,,0.0,0,協議價購；,RPUNMLLKKHJGFAH87DA,0.0,0.0,0.0,無,
桃園區,房地(土地+建物)+車位,桃園市桃園區泰昌一街４８號二樓,17.84,住,,,1130113,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830629,118.65,3,2,2,有,有,9300000,78375,坡道平面,19.61,0,,RPQNMLOKKHJGFAH77DA,81.89,1.07,12.72,有,040
桃園區,房地(土地+建物)+車位,桃園市桃園區龍安街１６５之３號十一樓,11.25,住,,,1130107,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911224,127.84,3,2,1,有,有,12880000,100751,坡道平面,0.0,0,陽台外推；,RPUSMLPKKHJGFAH78DA,63.81,1.89,8.32,有,041
中壢區,房地(土地+建物)+車位,桃園市中壢區莊敬路８６９號六樓之６,7.7,住,,,1130110,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880909,49.260000000000005,1,1,1,有,有,4500000,91352,坡道機械,0.0,0,,RPWPMLKKJHJGFBH18DA,24.78,0.0,5.14,有,042
中壢區,土地,普義段881-1地號,0.08,,,,1130108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10968,0,,0.0,0,協議價購；,RPPSMLQKJHJGFBH38DA,0.0,0.0,0.0,無,022
中壢區,土地,普義段885-2地號,0.21,,,,1130108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,28765,0,,0.0,0,協議價購；,RPRSMLQKJHJGFBH58DA,0.0,0.0,0.0,無,023
中壢區,土地,普義段885-2地號,0.25,,,,1130108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,34051,0,,0.0,0,協議價購；,RPTSMLQKJHJGFBH78DA,0.0,0.0,0.0,無,023
中壢區,土地,普義段885-2地號,0.21,,,,1130108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,28888,0,,0.0,0,協議價購；,RPVSMLQKJHJGFBH98DA,0.0,0.0,0.0,無,023
觀音區,土地,甘泉段793地號,126.97,住,,,1130117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6721500,52938,,0.0,0,,RPXSMLNLJHJGFBH98DA,0.0,0.0,0.0,無,
中壢區,房地(土地+建物)+車位,桃園市中壢區延平路２１２號四樓之三,13.17,商,,,1130109,土地2建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710619,107.96,0,0,0,無,有,4250000,39366,坡道平面,0.0,0,,RPWPMLTLJHJGFBH56DA,100.11,0.0,0.0,有,047
觀音區,房地(土地+建物),桃園市觀音區莊敬三街１８２號六樓,24.11,住,,,1130105,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121031,66.85,2,1,1,有,無,5200000,77786,,0.0,0,,RPOOMLMJKHJGFBH47DA,43.69,0.0,2.54,有,
中壢區,房地(土地+建物),桃園市中壢區文成北街１４號三樓,24.25,住,,,1130126,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700717,70.7,3,1,1,有,無,4400000,62235,,0.0,0,,RPQOMLMJKHJGFBH67DA,70.7,0.0,0.0,無,048
觀音區,房地(土地+建物)+車位,桃園市觀音區莊敬三街１７８號,21.47,住,,,1130108,土地1建物1車位1,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121031,106.81,2,1,1,有,無,7580000,70967,坡道平面,0.0,1600000,,RPSOMLMJKHJGFBH87DA,38.49,0.0,2.68,有,
中壢區,房地(土地+建物),桃園市中壢區富村街３０巷３號四樓,11.36,住,,,1130106,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850726,71.82,2,2,1,有,有,6700000,93289,,0.0,0,,RPRSMLQJKHJGFBH58DA,50.77,0.92,6.88,有,
大溪區,土地,溪崁段20地號,119.45,,風景區,農牧用地,1130122,土地7建物0車位0,,,其他,,,,0.0,0,0,0,無,無,435100,3643,,0.0,0,含地政士服務費16000元；親友、員工、共有人或其他特殊關係間之交易；,RPVNMLNLJHJGFCH38DA,0.0,0.0,0.0,無,049
大溪區,房地(土地+建物),桃園市大溪區介壽路５２４巷２３號,48.44,住,,,1130112,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700620,86.82,3,2,2,有,無,5200000,59894,,0.0,0,買賣登記費、書狀費、印花稅、代書費、等均由買賣雙方各負擔1/2。,RPPNMLQJKHJGFCH97DA,86.82,0.0,0.0,無,
新屋區,土地,下田心子段赤牛欄小段1147地號,1825.0,,特定農業區,農牧用地,1130105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7300000,4000,,0.0,0,,RPOOMLLMJHJGFDH77DA,0.0,0.0,0.0,無,050
新屋區,土地,社子段369地號,1000.0,,特定農業區,農牧用地,1130110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4386000,4386,,0.0,0,,RPPNMLQKKHJGFDH18DA,0.0,0.0,0.0,無,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區歐楓街５７號五樓之１,34.01,住,,,1130115,土地1建物1車位2,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0991115,257.76,4,2,2,有,有,18130000,70337,坡道平面,91.54,0,,RPXNMLPLJHJGFEH98DA,102.14,6.51,10.0,有,051
大園區,房地(土地+建物)+車位,桃園市大園區領航北路四段３１８號三樓,49.16,住,,,1130119,土地1建物1車位3,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031027,294.53999999999996,4,2,2,有,有,28200000,95743,坡道平面,0.0,0,,RPUNMLRJKHJGFEH78DA,122.3,1.28,12.86,有,052
蘆竹區,房地(土地+建物),桃園市蘆竹區六福路１５７號六樓之９,13.0,住,,,1130110,土地2建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820921,104.67,3,2,2,有,有,7500000,71654,,0.0,0,,RPPNMLSJKHJGFEH38DA,70.48,0.0,4.71,有,
大園區,房地(土地+建物),桃園市大園區南和路１８５之８號五樓,33.14,住,,,1130113,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970125,128.24,3,2,2,有,有,7100000,55365,,0.0,0,,RPSNMLPKKHJGFEH48DA,82.32,1.78,7.17,有,
八德區,土地,白鷺段584地號,424.3,農,,,1130116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5775300,13611,,0.0,0,農業設施；畸零地或有合併使用效益；,RPTOMLPJKHJGFFH68DA,0.0,0.0,0.0,無,053
八德區,土地,白鷺段584地號,137.75,農,,,1130116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1872000,13590,,0.0,0,農業設施；畸零地或有合併使用效益；,RPUOMLPJKHJGFFH78DA,0.0,0.0,0.0,無,053
八德區,土地,白鷺段584地號,68.87,農,,,1130116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,936000,13591,,0.0,0,農業設施；畸零地或有合併使用效益；,RPVOMLPJKHJGFFH88DA,0.0,0.0,0.0,無,053
八德區,土地,白鷺段584地號,206.62,農,,,1130128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2812500,13612,,0.0,0,農業設施；畸零地或有合併使用效益；,RPWOMLPJKHJGFFH98DA,0.0,0.0,0.0,無,053
八德區,房地(土地+建物)+車位,桃園市八德區浮筧街１２５巷５８號七樓,33.85,,特定農業區,甲種建築用地,1130110,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930331,133.87,3,2,2,有,有,7840000,58564,坡道平面,0.0,0,,RPPNMLQJKHJGFFH28DA,78.46,2.95,6.32,有,057
八德區,土地,白鷺段584地號,110.2,農,,,1130128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1494000,13557,,0.0,0,農業設施；畸零地或有合併使用效益；,RPQNMLRJKHJGFFH48DA,0.0,0.0,0.0,無,053
龜山區,房地(土地+建物)+車位,桃園市龜山區萬壽路二段１１９９巷５２號十三樓,28.91,工,,,1130102,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1110426,159.81,0,0,0,無,有,14450000,92211,坡道平面,21.54,1700000,,RPSNMLPKKHJGFHH78DA,78.41,2.31,9.34,有,
龜山區,房地(土地+建物)+車位,桃園市龜山區萬壽路二段１１９９巷９８號十二樓,28.37,工,,,1130105,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,1110426,157.51999999999998,0,0,0,無,有,13600000,87145,坡道平面,21.54,1750000,,RPVNMLPKKHJGFHH09DA,78.41,5.09,5.06,有,
中壢區,土地,石頭段19-9地號,0.03,都市：其他:道路用地,,,1130117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000,0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLQJKHJGFBH18EA,0.0,0.0,0.0,無,059
中壢區,房地(土地+建物),桃園市中壢區富強街１５號,26.33,住,,,1130102,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0680803,35.57,4,2,2,有,無,3600000,101209,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLPKKHJGFBH28EA,35.57,0.0,0.0,無,
龍潭區,土地,南龍段820-2地號,9.15,農,,,1130109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,323361,35340,,0.0,0,政府機關標讓售；,RPRNMLRJKHJGFCH38EA,0.0,0.0,0.0,無,
龍潭區,房地(土地+建物),桃園市龍潭區中央街１６９巷１１弄７７號,99.14,,鄉村區,乙種建築用地,1130105,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700130,80.0,5,1,4,有,無,9480000,118500,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKKHJGFCH08EA,80.0,0.0,0.0,無,060
大溪區,房地(土地+建物),桃園市大溪區東二路１３２號,83.0,住,,,1130102,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0780113,133.04,4,3,4,有,無,11000000,82682,,0.0,0,,RPQNMLPKKHJGFCH18EA,119.86,6.59,6.59,無,
楊梅區,房地(土地+建物),桃園市楊梅區裕成南路２０１巷７７號,70.0,,山坡地保育區,丙種建築用地,1130109,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0850822,141.18,3,2,2,有,無,5600000,39666,,0.0,0,,RPPNMLQKKHJGFDH28EA,122.01,3.02,16.15,無,
桃園區,房地(土地+建物),桃園市桃園區中山路１２９０巷２６號　,6.46,住,,,1130111,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0660402,89.0,3,1,2,有,無,462023,5191,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPUPMLPJKHJGFAH38DA,89.0,0.0,0.0,無,
桃園區,房地(土地+建物),桃園市桃園區慈文路１２３號,121.0,住,,,1130104,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0620325,228.04,7,2,4,有,無,29000000,127171,,0.0,0,,RPUUMLQJKHJGFAH98DA,222.08,0.0,5.96,無,
桃園區,土地,國際段58-2地號,0.31,,,,1130125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,56889,0,,0.0,0,協議價購；,RPVNMLLKKHJGFAH97DA,0.0,0.0,0.0,無,061
桃園區,土地,皮寮段2-1地號,25.06,,,,1130125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1386151,55313,,0.0,0,協議價購；,RPWNMLLKKHJGFAH08DA,0.0,0.0,0.0,無,062
桃園區,土地,皮寮段2-1地號,4.78,,,,1130125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,264380,55310,,0.0,0,協議價購；,RPXNMLLKKHJGFAH18DA,0.0,0.0,0.0,無,062
桃園區,土地,皮寮段2-1地號,1.95,,,,1130125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,108026,55398,,0.0,0,協議價購；,RPOOMLLKKHJGFAH37DA,0.0,0.0,0.0,無,062
桃園區,土地,皮寮段9地號,74.55,,,,1130125,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4124135,55320,,0.0,0,協議價購；,RPPOMLLKKHJGFAH47DA,0.0,0.0,0.0,無,065
桃園區,土地,皮寮段9地號,49.08,,,,1130125,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2715047,55319,,0.0,0,協議價購；,RPQOMLLKKHJGFAH57DA,0.0,0.0,0.0,無,065
桃園區,土地,皮寮段9地號,74.55,,,,1130125,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4124135,55320,,0.0,0,協議價購；,RPROMLLKKHJGFAH67DA,0.0,0.0,0.0,無,065
桃園區,土地,皮寮段118-1地號,3.83,,,,1130125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,212035,55362,,0.0,0,協議價購；,RPSOMLLKKHJGFAH77DA,0.0,0.0,0.0,無,068
桃園區,土地,皮寮段118-1地號,3.83,,,,1130125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,212035,55362,,0.0,0,協議價購；,RPTOMLLKKHJGFAH87DA,0.0,0.0,0.0,無,068
桃園區,土地,皮寮段118-1地號,3.83,,,,1130125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,212035,55362,,0.0,0,協議價購；,RPUOMLLKKHJGFAH97DA,0.0,0.0,0.0,無,068
桃園區,土地,皮寮段118-1地號,3.83,,,,1130125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,212035,55362,,0.0,0,協議價購；,RPVOMLLKKHJGFAH08DA,0.0,0.0,0.0,無,068
桃園區,土地,中路段1865-12地號,0.24,,,,1130125,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,21941,0,,0.0,0,協議價購；,RPWOMLLKKHJGFAH18DA,0.0,0.0,0.0,無,072
桃園區,土地,中路段1865-12地號,0.24,,,,1130125,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,21941,0,,0.0,0,協議價購；,RPXOMLLKKHJGFAH28DA,0.0,0.0,0.0,無,072
桃園區,土地,中路段1878-135地號,0.1,,,,1130125,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5546,0,,0.0,0,協議價購；,RPOPMLLKKHJGFAH47DA,0.0,0.0,0.0,無,074
桃園區,土地,中路段1878-135地號,0.18,,,,1130125,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9983,0,,0.0,0,協議價購；,RPPPMLLKKHJGFAH57DA,0.0,0.0,0.0,無,074
桃園區,房地(土地+建物)+車位,桃園市桃園區民有十二街３０號十一樓,35.32,住,,,1130115,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030520,229.82999999999998,3,2,2,有,有,21600000,110465,坡道平面,59.64,2800000,,RPPSMLPKKHJGFAH28DA,106.24,0.0,10.11,有,076
桃園區,土地,龍山段828地號,74.24,農,,,1130121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,20205,,0.0,0,未登記建物；,RPSRMLQKKHJGFAH58DA,0.0,0.0,0.0,無,077
中壢區,土地,中原段940地號,11.78,住,,,1130111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2580000,219015,,0.0,0,,RPXNMLPKJHJGFBH58DA,0.0,0.0,0.0,無,078
中壢區,土地,普義段885-2地號,0.57,,,,1130108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,78796,0,,0.0,0,協議價購；,RPRRMLQKJHJGFBH48DA,0.0,0.0,0.0,無,023
中壢區,房地(土地+建物)+車位,桃園市中壢區榮民路４０８號五樓,47.55,住,,,1130106,土地2建物1車位2,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121208,213.18,3,2,2,有,有,16600000,103319,坡道平面,85.42,3400000,,RPORMLMLJHJGFBH87DA,73.6,0.0,9.56,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區溪洲三街６２號三樓,40.09,住,,,1130123,土地1建物1車位2,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040515,253.77,3,2,2,有,有,20600000,81176,坡道平面,72.22,0,,RPRPMLOLJHJGFBH18DA,103.14,0.0,11.61,有,080
中壢區,房地(土地+建物),桃園市中壢區中福路３３３巷２２號,103.0,農,,,1130102,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,108.16,5,3,3,有,無,18000000,166420,,0.0,0,其他增建；,RPOPMLLJKHJGFBH47DA,108.16,0.0,0.0,無,
中壢區,房地(土地+建物)+車位,桃園市中壢區永順一街２１號十一樓,27.99,住,,,1130115,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120705,164.32999999999998,3,2,2,有,有,18400000,129654,坡道平面,35.14,1650000,,RPRWMLPJKHJGFBH88DA,77.36,0.0,8.75,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永順一街２９號二樓,24.14,住,,,1130105,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120705,147.53,3,2,2,有,有,17600000,141205,坡道平面,35.14,1730000,含裝潢費；,RPXWMLPJKHJGFBH86DA,65.98,0.0,8.26,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區興安一街１８號五樓之１,16.07,住,,,1130111,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990917,122.9,2,2,1,有,有,10000000,81367,坡道平面,32.57,0,陽台外推；,RPOOMLQJKHJGFBH87DA,53.23,1.65,7.66,有,081
觀音區,房地(土地+建物),桃園市觀音區莊敬路４８９之１號二樓,33.34,住,,,1130107,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060926,69.85,2,1,1,有,有,4850000,69435,,0.0,0,,RPXOMLQJKHJGFBH78DA,48.26,0.0,3.82,有,082
中壢區,房地(土地+建物),桃園市中壢區延平路４９８號十一樓之一,3.97,商,,,1130101,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820409,40.81,1,1,1,有,有,3680000,90174,,0.0,0,,RPPNMLPKKHJGFBH87DA,28.5,1.59,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區華美一路３３巷１８號,97.75,住,,,1130110,土地1建物1車位1,全,四層,透天厝,住家用,鋼筋混凝土造,0970201,314.59000000000003,3,2,4,有,有,18680000,59379,坡道平面,0.0,0,,RPTQMLPKKHJGFBH58DA,266.47,12.72,6.61,無,
中壢區,土地,普義段207-2地號,0.03,,,,1130125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2415,0,,0.0,0,協議價購；,RPQRMLTKKHJGFBH78DA,0.0,0.0,0.0,無,002
中壢區,土地,普義段885-2地號,89.0,都市：其他:,,,1130125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,16103,181,,0.0,0,協議價購；,RPRRMLTKKHJGFBH88DA,0.0,0.0,0.0,無,023
