鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,
新莊區,房地(土地+建物)+車位,昌和街31~60號,27.16,都市：其他:第二種住宅區,,,1090815,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,225.20999999999998,3,2,2,有,有,27880000,146427,坡道平面,60.76,3800000,,RPOONLOKIIPFFBF08DA,93.44,4.16,12.29,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,15.72,都市：其他:第二種住宅區,,,1090620,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,125.58,2,2,1,有,有,14400000,130252,坡道平面,30.38,2000000,,RPPONLOKIIPFFBF18DA,55.65,3.15,5.07,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,15.72,都市：其他:第二種住宅區,,,1090601,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,125.58,2,2,1,有,有,14500000,129202,坡道平面,30.38,2200000,,RPQONLOKIIPFFBF28DA,55.65,3.15,5.07,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,15.49,都市：其他:第二種住宅區,,,1090917,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,125.1,2,2,1,有,有,16100000,148860,坡道平面,30.38,2000000,,RPRONLOKIIPFFBF38DA,56.06,2.75,4.6,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,20.21,都市：其他:第二種住宅區,,,1090222,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,153.48000000000002,3,2,2,有,有,18130000,129407,坡道平面,30.38,2200000,,RPSONLOKIIPFFBF48DA,72.23,4.57,5.95,有
新莊區,房地(土地+建物)+車位,昌和街31~60號,26.72,都市：其他:第二種住宅區,,,1090504,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,194.82999999999998,3,2,2,有,有,23500000,129523,坡道平面,30.38,2200000,預售屋、或土地及建物分次登記案件;,RPTONLOKIIPFFBF58DA,93.44,4.16,12.29,有
新莊區,房地(土地+建物)+車位,昌和街31~60號,26.94,都市：其他:第二種住宅區,,,1090222,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,195.72,3,2,2,有,有,25150000,138805,坡道平面,30.38,2200000,預售屋、或土地及建物分次登記案件;,RPUONLOKIIPFFBF68DA,94.14,4.16,12.18,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,15.72,都市：其他:第二種住宅區,,,1090425,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,125.58,2,2,1,有,有,14350000,128676,坡道平面,30.38,2100000,預售屋、或土地及建物分次登記案件;,RPVONLOKIIPFFBF78DA,55.65,3.15,5.07,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,20.21,都市：其他:第二種住宅區,,,1090222,土地1建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,153.48000000000002,3,2,2,有,有,17850000,128757,坡道平面,30.38,2000000,預售屋、或土地及建物分次登記案件;,RPWONLOKIIPFFBF88DA,72.23,4.57,5.95,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,19.98,都市：其他:第二種住宅區,,,1090606,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,152.99,3,2,2,有,有,18400000,133757,坡道平面,30.38,2000000,預售屋、或土地及建物分次登記案件;,RPXONLOKIIPFFBF98DA,72.03,4.65,5.78,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,27.39,都市：其他:第二種住宅區,,,1090513,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,226.51,3,2,2,有,有,26300000,130618,坡道平面,60.76,4650000,親友、員工、共有人或其他特殊關係間之交易;,RPOPNLOKIIPFFBF18DA,94.07,4.16,12.54,有
新莊區,房地(土地+建物)+車位,中和街151~180號,19.23,都市：其他:住宅區,,,1090912,土地1建物1車位1,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831111,154.77,3,2,1,有,有,14600000,109815,坡道平面,37.3,1700000,陽台外推;,RPXTMLOKIIPFFBF76DA,118.2,0.0,12.73,有
新莊區,房地(土地+建物),中平路184巷31~60號,12.74,都市：其他:住宅區,,,1090803,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090518,93.53,2,1,1,有,無,11500000,122955,,0.0,0,,RPTVMLPKIIPFFBF66DA,52.24,4.67,4.31,有
新莊區,房地(土地+建物),中平路184巷1~30號,7.21,都市：其他:住宅區,,,1090810,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090518,52.92,1,1,1,有,無,7030000,132842,,0.0,0,,RPUVMLPKIIPFFBF76DA,28.64,3.15,2.85,有
新莊區,房地(土地+建物),中平路184巷31~60號,8.99,都市：其他:住宅區,,,1090509,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090518,65.95,1,1,1,有,無,8680000,131615,,0.0,0,,RPWVMLPKIIPFFBF96DA,36.76,1.82,4.6,有
新莊區,房地(土地+建物)+車位,龍安路1~30號,14.01,都市：其他:住宅區,,,1090815,土地1建物1車位2,二十六層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080723,188.3,3,2,2,有,無,19600000,118294,坡道平面,55.58,3900000,,RPUNMLQKIIPFFBF68DA,76.11,6.94,4.74,有
新莊區,房地(土地+建物)+車位,龍安路1~30號,13.66,都市：其他:住宅區,,,1090823,土地1建物1車位1,十四層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080723,161.24,3,2,2,有,無,17000000,113900,坡道平面,27.79,1800000,,RPWNMLQKIIPFFBF88DA,77.17,6.36,4.74,有
新莊區,房地(土地+建物)+車位,龍安路1~30號,8.71,都市：其他:住宅區,,,1090912,土地1建物1車位1,二十四層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080723,111.07,2,1,1,有,無,11750000,117075,坡道平面,27.79,2000000,,RPXNMLQKIIPFFBF98DA,46.83,3.52,4.79,有
新莊區,房地(土地+建物),龍安路1~30號,8.45,都市：其他:住宅區,,,1090912,土地1建物1車位0,二十八層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080723,85.4,2,1,1,有,無,10050000,117681,,0.0,0,,RPOOMLQKIIPFFBF18DA,47.82,3.59,5.1,有
新莊區,房地(土地+建物)+車位,龍安路31~60號,13.75,都市：其他:住宅區,,,1090830,土地1建物1車位1,十九層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080723,162.07999999999998,3,2,2,有,無,17200000,114677,坡道平面,27.79,1800000,,RPPOMLQKIIPFFBF28DA,77.32,6.8,4.74,有
新莊區,房地(土地+建物)+車位,龍安路31~60號,13.66,都市：其他:住宅區,,,1090919,土地1建物1車位1,二十五層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080723,161.32999999999998,3,2,2,有,無,17200000,116445,坡道平面,27.79,1650000,,RPQOMLQKIIPFFBF38DA,76.73,6.89,4.74,有
新莊區,房地(土地+建物),龍安路31~60號,8.32,都市：其他:住宅區,,,1090815,土地1建物1車位0,十四層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080723,83.93,2,1,1,有,無,9650000,114977,,0.0,0,,RPSOMLQKIIPFFBF58DA,47.09,3.52,4.92,有
林口區,房地(土地+建物)+車位,公園路151~180號,65.04,都市：其他:第二種住宅區,,,1090713,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780629,148.97,4,2,2,有,有,11600000,77868,其他,0.0,0,,RPPWMLPKIIPFFBF98DA,122.9,1.59,14.41,有
新莊區,房地(土地+建物),龍安路1~30號,9.39,都市：其他:住宅區,,,1090912,土地1建物1車位0,二層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1080723,95.24000000000001,2,1,1,有,無,11180000,117388,,0.0,0,,RPSNMLQKIIPFFBF48DA,51.44,2.54,8.92,有
新莊區,土地,瓊林段781~810地號,667.47,都市：其他:第三種住宅區。,,,1090929,土地42建物0車位0,,,其他,,,,0.0,0,0,0,有,無,40381740,60500,,0.0,0,,RPQVMLQKIIPFFBF09DA,0.0,0.0,0.0,無
五股區,房地(土地+建物),登林路106巷1~30號,27.08,都市：其他:,,,1090919,土地3建物1車位0,二層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070416,93.16,2,1,1,有,有,6900000,74066,,0.0,0,,RPVWMLQKIIPFFBF07DA,52.61,4.96,2.98,有
新莊區,房地(土地+建物)+車位,龍安路1~30號,8.88,都市：其他:住宅區,,,1090801,土地1建物1車位1,二十七層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080723,113.19,2,1,1,有,無,11800000,117096,坡道平面,27.79,1800000,,RPUPNLQKIIPFFBF98DA,47.82,3.59,5.1,有
五股區,房地(土地+建物)+車位,六合街1~30號,69.96,都市：其他:住宅區,,,1090826,土地3建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970814,187.94,3,2,2,有,有,10000000,53208,坡道平面,0.0,0,,RPRNMLSKIIPFFBF58DA,103.0,0.0,10.37,有
新莊區,房地(土地+建物)+車位,龍安路91~120號,19.61,都市：其他:住宅區,,,1090910,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840517,137.5,3,2,2,有,有,12600000,91636,坡道機械,0.0,1300000,,RPSNMLSKIIPFFBF68DA,98.85,0.75,11.94,有
新莊區,房地(土地+建物)+車位,榮華路一段61~90號,19.39,都市：其他:第二種住宅區,,,1090912,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1031003,153.19,2,2,1,有,有,18300000,119459,坡道平面,0.0,0,,RPUNMLSKIIPFFBF88DA,67.64,5.83,6.01,有
五股區,房地(土地+建物)+車位,新城三路31~60號,29.91,都市：其他:住宅區,,,1090906,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040514,163.83999999999997,3,2,2,有,有,12400000,75684,坡道平面,0.0,0,,RPPNMLSKIIPFFBF38DA,76.38,4.41,9.92,有
新莊區,房地(土地+建物)+車位,中正路361~390號,11.2,都市：其他:住宅區,,,1090920,土地1建物1車位1,十四層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1031020,123.91,2,2,1,有,有,13750000,110968,坡道平面,27.65,0,,RPURMLTKIIPFFBF76DA,47.94,9.23,6.07,有
新莊區,房地(土地+建物)+車位,中原東路61~90號,24.31,都市：其他:第二種住宅區,,,1090908,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080528,164.18,3,2,2,有,有,20300000,139019,坡道平面,36.14,2500000,,RPVRMLTKIIPFFBF86DA,74.66,4.82,5.29,有
林口區,房地(土地+建物)+車位,文化三路一段249巷61~90號,24.43,都市：其他:第五種住宅區,,,1090904,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961018,157.87,3,2,2,有,有,13000000,82346,坡道平面,38.87,0,,RPWRMLTKIIPFFBF96DA,71.5,2.48,10.7,有
林口區,房地(土地+建物)+車位,文化二路二段91~120號,19.14,都市：其他:第五種住宅區,,,1090906,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950705,147.82999999999998,2,2,2,有,有,12000000,81174,坡道平面,34.54,0,陽台外推;,RPRRMLTKIIPFFBF09DA,76.5,2.45,3.83,有
新莊區,房地(土地+建物)+車位,中原東路89巷1~30號,22.5,都市：其他:商業區,,,1090912,土地1建物1車位1,四層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1011227,225.07,3,2,2,有,有,21780000,96770,坡道平面,50.81,0,,RPXTMLTKIIPFFBF27DA,107.11,9.48,5.45,有
新莊區,房地(土地+建物)+車位,建安街48巷1~30號,18.91,都市：其他:住宅區,,,1090807,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830119,113.7,4,2,2,有,有,10000000,87951,坡道機械,0.0,0,,RPUTMLTKIIPFFBF96DA,77.85,2.15,9.83,有
新莊區,房地(土地+建物),西盛街245巷27弄1~30號,20.61,都市：其他:住宅區,,,1090917,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700303,79.03,3,2,1,有,無,5000000,63267,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPONNLTKIIPFFBF48DA,79.03,0.0,0.0,無
林口區,房地(土地+建物)+車位,文化三路一段249巷91~120號,18.32,都市：其他:第五種住宅區,,,1090912,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961018,128.61,2,2,1,有,有,10880000,84597,坡道平面,38.87,0,陽台外推;,RPPOMLKLIIPFFBF77DA,52.74,1.6,9.48,有
五股區,房地(土地+建物)+車位,登林路106巷1~30號,31.36,都市：其他:住宅區,,,1090817,土地3建物1車位1,三層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070416,118.66999999999999,3,2,2,有,有,8700000,73313,坡道機械,10.81,0,,RPRSMLKLIIPFFBF38DA,58.66,5.2,6.24,有
深坑區,房地(土地+建物)+車位,北深路三段241~270號,22.71,都市：其他:乙種工業區,,,1090804,土地1建物1車位2,十四層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0981221,257.88,4,2,2,有,有,20200000,78331,坡道平面,88.58,0,陽台外推;,RPPNMLRJRHPFFCF09DA,104.98,0.0,17.71,有
新店區,房地(土地+建物),北新路三段149巷1~30號,57.43,都市：其他:乙種工業區,,,1090825,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),工業用,加強磚造,0590417,97.8,4,2,1,有,無,13400000,137014,,0.0,0,,RPOPMLPJIIPFFCF18DA,85.2,0.0,12.6,無
新店區,房地(土地+建物)+車位,寶興路45巷2弄1~30號,16.12,都市：其他:第四種住宅區,,,1090821,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980922,124.61,2,2,1,有,有,16750000,134419,坡道平面,34.16,0,陽台外推;其他增建;,RPOOMLMKIIPFFCF87DA,49.81,4.29,9.75,有
深坑區,房地(土地+建物),松柏街43巷1~30號,32.4,,一般農業區,甲種建築用地,1090904,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1060418,86.75999999999999,3,1,3,有,無,5750000,66275,,0.0,0,含土地增值稅或其他稅費;含仲介費;,RPPPMLMKIIPFFCF08DA,67.21,0.0,8.7,無
新店區,房地(土地+建物)+車位,達觀路8巷1~30號,52.11,,山坡地保育區,丙種建築用地,1090915,土地5建物1車位1,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850627,150.82999999999998,2,2,2,有,有,8680000,57548,坡道平面,0.0,0,陽台外推;,RPOOMLNKIIPFFCF97DA,79.23,0.0,11.68,有
新店區,房地(土地+建物)+車位,安祥路109巷61~90號,165.63,,山坡地保育區,丙種建築用地,1090912,土地13建物1車位1,全,三層,透天厝,住家用,鋼筋混凝土造,0951110,183.98,6,2,3,有,有,15100000,82074,坡道平面,14.07,0,陽台外推;其他增建;,RPQOMLOKIIPFFCF28DA,118.43,2.6,25.48,有
新店區,土地,大豐段331~360地號,32.39,都市：其他:第四種住宅區,,,1090916,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,154369,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;包含公共設施保留地用地;,RPROMLQKIIPFFCF58DA,0.0,0.0,0.0,無
新店區,房地(土地+建物),北新路三段91~120號,10.52,都市：其他:捷運系統用地,,,1090921,土地4建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041230,101.9,2,2,2,有,有,20800000,204122,,0.0,0,,RPSNMLTKIIPFFCF88DA,66.54,0.0,5.39,有
新店區,房地(土地+建物)+車位,中興路二段241~270號,10.53,都市：其他:住宅區,,,1091001,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081105,111.52000000000001,2,2,1,有,有,19600000,201491,坡道平面,25.66,2300000,,RPPOMLTKIIPFFCF68DA,49.52,3.17,4.84,有
新店區,房地(土地+建物)+車位,中興路二段241~270號,10.53,都市：其他:住宅區,,,1090930,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081105,111.52000000000001,2,2,1,有,有,19700000,200326,坡道平面,25.66,2500000,,RPQOMLTKIIPFFCF78DA,49.52,3.17,4.84,有
新店區,房地(土地+建物)+車位,中興路二段121~150號,14.08,都市：其他:住宅區,,,1090913,土地1建物1車位1,二十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980612,174.92000000000002,3,2,2,有,有,22000000,125772,坡道平面,34.84,0,陽台外推;其他增建;,RPUOMLTKIIPFFCF56DA,87.18,9.61,6.26,有
新店區,房地(土地+建物)+車位,三民路1~30號,30.31,都市：其他:第四種住宅區,,,1090917,土地1建物2車位1,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821122,295.72,5,2,3,有,有,36500000,123423,坡道平面,35.55,0,,RPUPMLTKIIPFFCF66DA,235.6,1.08,24.3,有
汐止區,房地(土地+建物),伯爵街52巷1~30號,39.71,,山坡地保育區,丙種建築用地,1090921,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860317,100.25,3,2,2,有,有,7000000,69825,,0.0,0,,RPSQMLQLRHPFFDF27DA,75.04,1.5,8.93,有
